cust_id,loan_value,salary,late_cnt,missed_inst,dpd,arrears_flag
SYN-1586,480754.0,153453.0,3,1,11.0,0
SYN-1587,69609.0,178832.0,3,0,5.0,0
SYN-1588,160454.0,117960.0,1,1,4.0,1
SYN-1589,490513.0,174388.0,0,0,0.0,0
SYN-1590,313221.0,172327.0,1,0,17.0,0
SYN-1591,870819.0,76986.0,1,1,0.0,0
SYN-1592,450762.0,159515.0,1,0,23.0,1
SYN-1593,121030.0,148871.0,1,0,0.0,0
SYN-1594,65166.0,146370.0,1,0,12.0,0
SYN-1595,666469.0,164442.0,1,1,24.0,0
SYN-1596,195781.0,87629.0,0,0,0.0,0
SYN-1597,209641.0,90008.0,0,0,34.0,0
SYN-1598,410236.0,126008.0,0,2,5.0,0
SYN-1599,274452.0,140671.0,0,1,12.0,0
